Challenge Area,Challenge Sub-Area,Challenge Component,Benchmark ID,Dataset,Data Producer,Year,Producer ID,Indicator Title,Indicator ID,Source Indicator ID,Indicator Question,Indicator Description,Value Max,Possible Text Values,Qual. Assessment,URL(s),Core vs Context,Cluster?,OGP-Adjusted,OGP Notes,To Revise,OGP Score,OGP Countries Meeting Benchmark,OGP Countries Not Meeting Benchmark,OGP Countries Not Assessed,Example Assesments,In Data? ,For GDF
Anti-Corruption,Extractives,NA,ac_ei_02,EITI Validation Data,Extractive Industries Transparency Initiative (EITI),2025,EITI,Register of licenses,ac_ei_register,2.3,Public accessibility of property rights related to extractive deposits and projects,"EITI uses the following metrics to evaluate this requirement. For OGP purposes, ""Fully met"" or ""Exceeded"" is a Yes, ""Mostly met"" or ""Partly met"" is a Partial"". See how EITI determines these scores below. From EITI: The objective of this requirement is to ensure the public accessibility of comprehensive information on property rights related to extractive deposits and projects.

Exceeded (100 points): All aspects of the requirement, including ‘expected’, ‘encouraged’  and ‘recommended’ aspects, have been implemented and the broader objective of the requirement has been fulfilled through systematic disclosures in government and company systems.

Fully met (90 points): The broader objective of the requirement has been fulfilled, and all required aspects of the requirement have been addressed.

Mostly met (60 points): Significant aspects of the requirement have been implemented, and the broader objective of the requirement is mostly fulfilled.

Partly met (30 points): Significant aspects of the requirement have not been implemented, and the broader objective of the requirement is not fulfilled.

Not met (0 points): All or nearly all aspects of the requirement remain outstanding, and the broader objective of the requirement is far from fulfilled.

",2,Yes; Partial,1,https://eiti.org/guidance-notes/validation-guide-2023-eiti-standard#:~:text=Requirement%202.3%3A%20License%20register,Core,0,0,,,0.64,Albania; Armenia; Burkina Faso; Colombia; Cote d'Ivoire; Dominican Republic; Germany; Ghana; Honduras; Indonesia; Malawi; Mongolia; Norway; Senegal; Sierra Leone; Ukraine; United Kingdom; Zambia,Ecuador; Guatemala; Mexico; Netherlands; Nigeria; Papua New Guinea; Peru; Philippines; Seychelles; Timor-Leste,"Argentina; Australia; Benin; Bulgaria; Bosnia and Herzegovina; Brazil; Canada; Chile; Cabo Verde; Costa Rica; Czechia; Spain; Estonia; Finland; France; Georgia; Greece; Croatia; Ireland; Israel; Italy; Jamaica; Jordan; Kenya; Kosovo; Korea, Republic of; Liberia; Lithuania; Latvia; Morocco; Moldova, Republic of; Maldives; North Macedonia; Malta; Montenegro; New Zealand; Panama; Portugal; Paraguay; Romania; Serbia; Slovakia; Sweden; Tunisia; Uruguay; United States; South Africa",,1,
Anti-Corruption,Extractives,NA,ac_ei_03,EITI Validation Data,Extractive Industries Transparency Initiative (EITI),2025,EITI,Contracts and licenses,ac_ei_contracts,2.4,Public accessibility of all licenses and contracts underpinning extractive activities,"EITI uses the following metrics to evaluate this requirement. For OGP purposes, ""Fully met"" or ""Exceeded"" is a Yes, ""Mostly met"" or ""Partly met"" is a Partial"". See how EITI determines these scores below. From EITI: The objective of this requirement is to ensure the public accessibility of all licenses and contracts underpinning extractive activities (at least from 2021 onwards) as a basis for the public’s understanding of the contractual rights and obligations of companies operating in the country’s extractive industries. The requirement further aims to ensure that contract disclosure is contributing to stakeholders’ ability to monitor compliance with contractual obligations.

Exceeded (100 points): All aspects of the requirement, including ‘expected’, ‘encouraged’  and ‘recommended’ aspects, have been implemented and the broader objective of the requirement has been fulfilled through systematic disclosures in government and company systems.

Fully met (90 points): The broader objective of the requirement has been fulfilled, and all required aspects of the requirement have been addressed.

Mostly met (60 points): Significant aspects of the requirement have been implemented, and the broader objective of the requirement is mostly fulfilled.

Partly met (30 points): Significant aspects of the requirement have not been implemented, and the broader objective of the requirement is not fulfilled.

Not met (0 points): All or nearly all aspects of the requirement remain outstanding, and the broader objective of the requirement is far from fulfilled.

",2,Yes; Partial,1,https://eiti.org/guidance-notes/validation-guide-2023-eiti-standard#:~:text=Requirement%202.4%3A%20Contract%20and%20license%20disclosures,Core,0,0,,,0.31,Armenia; Colombia; Dominican Republic; Guatemala; Honduras; Norway; Peru; Senegal; Zambia,Argentina; Albania; Burkina Faso; Cote d'Ivoire; Ecuador; Germany; Ghana; Indonesia; Malawi; Mexico; Mongolia; Netherlands; Nigeria; Papua New Guinea; Philippines; Seychelles; Sierra Leone; Timor-Leste; Ukraine; United Kingdom,"Australia; Benin; Bulgaria; Bosnia and Herzegovina; Brazil; Canada; Chile; Cabo Verde; Costa Rica; Czechia; Spain; Estonia; Finland; France; Georgia; Greece; Croatia; Ireland; Israel; Italy; Jamaica; Jordan; Kenya; Kosovo; Korea, Republic of; Liberia; Lithuania; Latvia; Morocco; Moldova, Republic of; Maldives; North Macedonia; Malta; Montenegro; New Zealand; Panama; Portugal; Paraguay; Romania; Serbia; Slovakia; Sweden; Tunisia; Uruguay; United States; South Africa",,1,
Anti-Corruption,Extractives,NA,ac_ei_04,EITI Validation Data,Extractive Industries Transparency Initiative (EITI),2025,EITI,Benefical Ownership,ac_ei_bo,2.5,Transparency of who owns and controls the country’s extractive industries,"EITI uses the following metrics to evaluate this requirement. For OGP purposes, ""Fully met"" or ""Exceeded"" is a Yes, ""Mostly met"" or ""Partly met"" is a Partial"". See how EITI determines these scores below. 

From EITI: The objective of this requirement is to enable the public to know who ultimately owns and controls the companies operating in the country’s extractive industries, particularly those identified by the MSG as high-risk, to help deter improper and corrupt practices in the management of extractive resources and to help monitor the ownership of politically exposed persons. 

Exceeded (100 points): All aspects of the requirement, including ‘expected’, ‘encouraged’  and ‘recommended’ aspects, have been implemented and the broader objective of the requirement has been fulfilled through systematic disclosures in government and company systems.

Fully met (90 points): The broader objective of the requirement has been fulfilled, and all required aspects of the requirement have been addressed.

Mostly met (60 points): Significant aspects of the requirement have been implemented, and the broader objective of the requirement is mostly fulfilled.

Partly met (30 points): Significant aspects of the requirement have not been implemented, and the broader objective of the requirement is not fulfilled.

Not met (0 points): All or nearly all aspects of the requirement remain outstanding, and the broader objective of the requirement is far from fulfilled.

",2,Yes; Partial,1,https://eiti.org/guidance-notes/validation-guide-2023-eiti-standard#:~:text=Requirement%202.5%3A%20Beneficial%20ownership,Core,0,0,,,0.11,Armenia; Senegal; United Kingdom,Argentina; Albania; Burkina Faso; Colombia; Cote d'Ivoire; Dominican Republic; Ecuador; Germany; Ghana; Indonesia; Malawi; Mexico; Mongolia; Netherlands; Nigeria; Norway; Papua New Guinea; Peru; Philippines; Seychelles; Sierra Leone; Timor-Leste; Ukraine; Zambia,"Australia; Benin; Bulgaria; Bosnia and Herzegovina; Brazil; Canada; Chile; Cabo Verde; Costa Rica; Czechia; Spain; Estonia; Finland; France; Georgia; Greece; Croatia; Ireland; Israel; Italy; Jamaica; Jordan; Kenya; Kosovo; Korea, Republic of; Liberia; Lithuania; Latvia; Morocco; Moldova, Republic of; Maldives; North Macedonia; Malta; Montenegro; New Zealand; Panama; Portugal; Paraguay; Romania; Serbia; Slovakia; Sweden; Tunisia; Uruguay; United States; South Africa",,1,
Anti-Corruption,Lobbying,Governance,ac_lob_01,Global Data Barometer 2nd Edition,Global Data Barometer,2025,GDB,Collection Requirement,ac_lob_colreq,G.PI.LOBBY.a.EXIST_COLLECTION,"Are there operational laws, policies, or regulations requiring collection of this info in any form?","From GDB: While there are considerable differences in how lobbying activities are defined for reporting purposes—a key impediment to studying lobbying comparatively—there’s widespread consensus on the underlying concept of lobbying. Here we use the International Standards for Lobbying Regulation’s definition: lobbying includes “any direct or indirect communication with a public official that is made, managed, or directed with the purpose of influencing public decision-making;” moreover, as their guidance notes, “a lobbying definition should address commonly known forms of lobbying, where a lobbyist enters into direct contact with a public official, but it should also cover indirect lobbying activities, for example, where lobbyists mobilize other stakeholders to represent their views or hire consultancy firms to do lobbying work on their behalf.” (https://lobbyingtransparency.net/standards/regulatory-scope/).

Increasingly, governments at different levels are establishing frameworks to govern lobbying. Typically these take the form of lobbying registers. Lobbying registers track who engages in and with lobbying, how, and when.

This indicator is based on the presence and strength of legislation, regulations, or policies that govern whether:
-Lobbying registers contain structured data on the activities of lobbyists, clients, and public officials.
-Lobbying registers include a verification process.
-Lobbying registers are regularly updated in a manner that is timely and responsive to lobbying activities.
-Lobbying registers are published.

It's important to note that not every lobbying actor may be located in the same country. If a lobbyist in country A lobbies a local official in country A on behalf of a company located in country B, then lobbying registers in both country A and country B may in theory be expected to contain details of that activity.",1,No; Yes,1,"Method:https://handbook.globaldatabarometer.org/2024/indicators/G.PI.LOBBY/
Data: https://globaldatabarometer.org/",Core,0,1,,,,,,,,1,
Anti-Corruption,Lobbying,Governance,ac_lob_02,Global Data Barometer 2nd Edition,Global Data Barometer,2025,GDB,Publication Requirement,ac_lob_pubreq,G.PI.LOBBY.a.EXIST_PUBLICATION,"Are there operational laws, policies, or regulations requiring publication of this information in any form?","From GDB: While there are considerable differences in how lobbying activities are defined for reporting purposes—a key impediment to studying lobbying comparatively—there’s widespread consensus on the underlying concept of lobbying. Here we use the International Standards for Lobbying Regulation’s definition: lobbying includes “any direct or indirect communication with a public official that is made, managed, or directed with the purpose of influencing public decision-making;” moreover, as their guidance notes, “a lobbying definition should address commonly known forms of lobbying, where a lobbyist enters into direct contact with a public official, but it should also cover indirect lobbying activities, for example, where lobbyists mobilize other stakeholders to represent their views or hire consultancy firms to do lobbying work on their behalf.” (https://lobbyingtransparency.net/standards/regulatory-scope/).

Increasingly, governments at different levels are establishing frameworks to govern lobbying. Typically these take the form of lobbying registers. Lobbying registers track who engages in and with lobbying, how, and when.

This indicator is based on the presence and strength of legislation, regulations, or policies that govern whether:
-Lobbying registers contain structured data on the activities of lobbyists, clients, and public officials.
-Lobbying registers include a verification process.
-Lobbying registers are regularly updated in a manner that is timely and responsive to lobbying activities.
-Lobbying registers are published.

It's important to note that not every lobbying actor may be located in the same country. If a lobbyist in country A lobbies a local official in country A on behalf of a company located in country B, then lobbying registers in both country A and country B may in theory be expected to contain details of that activity.",1,No; Yes,1,"Method:https://handbook.globaldatabarometer.org/2024/indicators/G.PI.LOBBY/
Data: https://globaldatabarometer.org/",Core,0,1,,,,,,,,1,
Anti-Corruption,Lobbying,Transparency,ac_lob_03,Global Data Barometer 2nd Edition,Global Data Barometer,2025,GDB,Data Online,ac_lob_online,A.PI.LOBBY.a.ONLINE,Is this data available online in any form?,"From GDB: A lobbying register should include details on lobbyists, lobbying clients, and public officials, and track the contacts and transactions that occur between lobbyists and public officials, including when, with regard to what matters, how much money is expended, and for what goals. A register should include both regular updates and updates that are responsive to lobbying activities. The best lobbying registers are rigorously reviewed and validated, either by an agency with a mandate to investigate reports and sanction violations, through cross-verification of a public official's and lobbyist's records, or both.

Although lobbying scandals occur worldwide, relatively few countries currently have frameworks that govern lobbying activities. The frameworks—and consequently datasets—that do exist appear across levels of government; in some cases multiple frameworks exist at the same level of government.

",1,No; Yes,1,"Method: https://handbook.globaldatabarometer.org/2024/indicators/A.PI.LOBBY/
Data: https://globaldatabarometer.org/",Core,0,0,,,,,,,,1,
Anti-Corruption,Open Contracting,Legal Requirements,ac_oc_01,Global Data Barometer 2nd Edition,Global Data Barometer,2025,GDB,Collection Requirement,ac_oc_colreq,G.PROCUREMENT.OC.a.EXIST_COLLECTION,"Are there operational laws, policies, or regulations requiring collection of this info in any form?","From GDB: Many governments spend a substantial proportion of their budget through procurement: contracting with private sector providers to supply goods and services or undertake public works (e.g., construction projects). Almost all public agencies, from central to local government, will carry out procurement at some point.

Procurement involves a number of stages, from planning, to tender (inviting bids), award (issuing a contract), and implementation (monitoring performance of the contract). In some cases, governments may award contracts without a bidding process, or through some special negotiated procedure.

Procurement laws, regulations, policies and guidance describe the processes through which governments should enter into contracts and the information on different stages of the procurement that should be disclosed. Many of these require publication of planning and tender documents, and some require publication of details of contract award and performance information. In some cases, countries have different rules for goods and services and for public works; there may also be different rules around publishing information related to direct awards and special procedures.

This indicator is specifically focused on whether national procurement laws, regulations, policies, or guidance support publication of structured and open data. In general, this will only be possible where there are requirements for procuring entities either to use common data standards/systems, or to submit data to a central platform.",1,No; Yes,1,"Method: https://handbook.globaldatabarometer.org/2024/indicators/G.PROCUREMENT.OC/
Data: https://globaldatabarometer.org/",Core,0,1,,,1.00,Argentina; Benin; Burkina Faso; Brazil; Chile; Cote d'Ivoire; Colombia; Costa Rica; Dominican Republic; Ecuador; Ghana; Guatemala; Honduras; Jamaica; Kenya; Liberia; Morocco; Mexico; Malawi; Nigeria; Panama; Peru; Paraguay; Senegal; Sierra Leone; Tunisia; Uruguay; South Africa,None,"Albania; Armenia; Australia; Bulgaria; Bosnia and Herzegovina; Canada; Cabo Verde; Czechia; Germany; Spain; Estonia; Finland; France; United Kingdom; Georgia; Greece; Croatia; Indonesia; Ireland; Israel; Italy; Jordan; Kosovo; Korea, Republic of; Lithuania; Latvia; Moldova, Republic of; Maldives; North Macedonia; Malta; Montenegro; Mongolia; Netherlands; Norway; New Zealand; Philippines; Papua New Guinea; Portugal; Romania; Serbia; Slovakia; Sweden; Seychelles; Timor-Leste; Ukraine; United States; Zambia",,1,
Anti-Corruption,Open Contracting,Legal Requirements,ac_oc_02,Global Data Barometer 2nd Edition,Global Data Barometer,2025,GDB,Publication Requirement,ac_oc_pubreq,G.PROCUREMENT.OC.a.EXIST_PUBLICATION,"Are there operational laws, policies, or regulations requiring publication of this information in any form?","From GDB: Many governments spend a substantial proportion of their budget through procurement: contracting with private sector providers to supply goods and services or undertake public works (e.g., construction projects). Almost all public agencies, from central to local government, will carry out procurement at some point.

Procurement involves a number of stages, from planning, to tender (inviting bids), award (issuing a contract), and implementation (monitoring performance of the contract). In some cases, governments may award contracts without a bidding process, or through some special negotiated procedure.

Procurement laws, regulations, policies and guidance describe the processes through which governments should enter into contracts and the information on different stages of the procurement that should be disclosed. Many of these require publication of planning and tender documents, and some require publication of details of contract award and performance information. In some cases, countries have different rules for goods and services and for public works; there may also be different rules around publishing information related to direct awards and special procedures.

This indicator is specifically focused on whether national procurement laws, regulations, policies, or guidance support publication of structured and open data. In general, this will only be possible where there are requirements for procuring entities either to use common data standards/systems, or to submit data to a central platform.",1,No; Yes,1,"Method: https://handbook.globaldatabarometer.org/2024/indicators/G.PROCUREMENT.OC/
Data: https://globaldatabarometer.org/",Core,0,1,,,1.00,Argentina; Benin; Burkina Faso; Brazil; Chile; Cote d'Ivoire; Colombia; Costa Rica; Dominican Republic; Ecuador; Ghana; Guatemala; Honduras; Jamaica; Kenya; Liberia; Morocco; Mexico; Malawi; Nigeria; Panama; Peru; Paraguay; Senegal; Sierra Leone; Tunisia; Uruguay; South Africa,None,"Albania; Armenia; Australia; Bulgaria; Bosnia and Herzegovina; Canada; Cabo Verde; Czechia; Germany; Spain; Estonia; Finland; France; United Kingdom; Georgia; Greece; Croatia; Indonesia; Ireland; Israel; Italy; Jordan; Kosovo; Korea, Republic of; Lithuania; Latvia; Moldova, Republic of; Maldives; North Macedonia; Malta; Montenegro; Mongolia; Netherlands; Norway; New Zealand; Philippines; Papua New Guinea; Portugal; Romania; Serbia; Slovakia; Sweden; Seychelles; Timor-Leste; Ukraine; United States; Zambia",,1,
Anti-Corruption,Open Contracting,Transparency,ac_oc_03,Global Data Barometer 2nd Edition,Global Data Barometer,2025,GDB,Data Online,ac_pp_online,A.PROCUREMENT.OC.a.ONLINE,Is this data available online in any form?,"From GDB: Governments enter into many different contracts for the provision of goods, services, and public works. They may publish data about these contracts in tender lists or through contract finder websites, procurement portals, or open data portals.

In some countries, public procurement data may be held in a single system. In others, different stages of the procurement process—planning, tender (inviting bids), award (issuing a contract), implementation (monitoring performance of the contract)—may be held in different datasets, and a government may publish ""notices,"" with or without identifiers, that make it possible to connect data from different stages of the procurement process.",1,No; Yes,1,"Method: https://handbook.globaldatabarometer.org/2024/indicators/A.PROCUREMENT.OC/
Data: https://globaldatabarometer.org/",Core,0,0,,,1.00,Argentina; Benin; Burkina Faso; Brazil; Chile; Cote d'Ivoire; Colombia; Costa Rica; Dominican Republic; Ecuador; Ghana; Guatemala; Honduras; Jamaica; Kenya; Liberia; Morocco; Mexico; Malawi; Nigeria; Panama; Peru; Paraguay; Senegal; Sierra Leone; Tunisia; Uruguay; South Africa,None,"Albania; Armenia; Australia; Bulgaria; Bosnia and Herzegovina; Canada; Cabo Verde; Czechia; Germany; Spain; Estonia; Finland; France; United Kingdom; Georgia; Greece; Croatia; Indonesia; Ireland; Israel; Italy; Jordan; Kosovo; Korea, Republic of; Lithuania; Latvia; Moldova, Republic of; Maldives; North Macedonia; Malta; Montenegro; Mongolia; Netherlands; Norway; New Zealand; Philippines; Papua New Guinea; Portugal; Romania; Serbia; Slovakia; Sweden; Seychelles; Timor-Leste; Ukraine; United States; Zambia",,1,
Anti-Corruption,Open Contracting,Transparency,ac_oc_10,Global Data Barometer 2nd Edition,Global Data Barometer,2025,GDB,Tenders & Awards,ac_oc_tenderaward,A.PROCUREMENT.OC.e.e1.TENDER; A.PROCUREMENT.OC.e.e1.AWARD,Is any data published online on tenders AND awards? ,"From GDB: Governments enter into many different contracts for the provision of goods, services, and public works. They may publish data about these contracts in tender lists or through contract finder websites, procurement portals, or open data portals.

In some countries, public procurement data may be held in a single system. In others, different stages of the procurement process—planning, tender (inviting bids), award (issuing a contract), implementation (monitoring performance of the contract)—may be held in different datasets, and a government may publish ""notices,"" with or without identifiers, that make it possible to connect data from different stages of the procurement process.",2,No; Partial; Yes,1,"Method: https://handbook.globaldatabarometer.org/2024/indicators/A.PROCUREMENT.OC/
Data: https://globaldatabarometer.org/",Core,0,0,,,0.96,Argentina; Benin; Burkina Faso; Brazil; Chile; Cote d'Ivoire; Colombia; Costa Rica; Dominican Republic; Ecuador; Ghana; Guatemala; Honduras; Jamaica; Kenya; Liberia; Morocco; Mexico; Malawi; Nigeria; Panama; Peru; Paraguay; Sierra Leone; Tunisia; Uruguay; South Africa,Senegal,"Albania; Armenia; Australia; Bulgaria; Bosnia and Herzegovina; Canada; Cabo Verde; Czechia; Germany; Spain; Estonia; Finland; France; United Kingdom; Georgia; Greece; Croatia; Indonesia; Ireland; Israel; Italy; Jordan; Kosovo; Korea, Republic of; Lithuania; Latvia; Moldova, Republic of; Maldives; North Macedonia; Malta; Montenegro; Mongolia; Netherlands; Norway; New Zealand; Philippines; Papua New Guinea; Portugal; Romania; Serbia; Slovakia; Sweden; Seychelles; Timor-Leste; Ukraine; United States; Zambia",,,
Anti-Corruption,Open Contracting,Transparency,ac_oc_11,Global Data Barometer 2nd Edition,Global Data Barometer,2025,GDB,Planning,ac_oc_plan,A.PROCUREMENT.OC.e.e1.PLANNING,Is any data published online on the planning phase?,"From GDB: Governments enter into many different contracts for the provision of goods, services, and public works. They may publish data about these contracts in tender lists or through contract finder websites, procurement portals, or open data portals.

In some countries, public procurement data may be held in a single system. In others, different stages of the procurement process—planning, tender (inviting bids), award (issuing a contract), implementation (monitoring performance of the contract)—may be held in different datasets, and a government may publish ""notices,"" with or without identifiers, that make it possible to connect data from different stages of the procurement process.",2,No; Partial; Yes,1,"Method: https://handbook.globaldatabarometer.org/2024/indicators/A.PROCUREMENT.OC/
Data: https://globaldatabarometer.org/",Core,1,1,Combines tender and award (must meet both),,0.64,Argentina; Benin; Burkina Faso; Brazil; Cote d'Ivoire; Colombia; Dominican Republic; Ecuador; Honduras; Kenya; Liberia; Nigeria; Panama; Peru; Paraguay; Senegal; Sierra Leone; South Africa,Chile; Costa Rica; Ghana; Guatemala; Jamaica; Morocco; Mexico; Malawi; Tunisia; Uruguay,"Albania; Armenia; Australia; Bulgaria; Bosnia and Herzegovina; Canada; Cabo Verde; Czechia; Germany; Spain; Estonia; Finland; France; United Kingdom; Georgia; Greece; Croatia; Indonesia; Ireland; Israel; Italy; Jordan; Kosovo; Korea, Republic of; Lithuania; Latvia; Moldova, Republic of; Maldives; North Macedonia; Malta; Montenegro; Mongolia; Netherlands; Norway; New Zealand; Philippines; Papua New Guinea; Portugal; Romania; Serbia; Slovakia; Sweden; Seychelles; Timor-Leste; Ukraine; United States; Zambia",,,
Anti-Corruption,Open Contracting,Transparency,ac_oc_12,Global Data Barometer 2nd Edition,Global Data Barometer,2025,GDB,Implementation,ac_oc_implement,A.PROCUREMENT.OC.e.e1.IMPLEMENTATION,Is any data published online on the implementation of contracts?,"From GDB: Governments enter into many different contracts for the provision of goods, services, and public works. They may publish data about these contracts in tender lists or through contract finder websites, procurement portals, or open data portals.

In some countries, public procurement data may be held in a single system. In others, different stages of the procurement process—planning, tender (inviting bids), award (issuing a contract), implementation (monitoring performance of the contract)—may be held in different datasets, and a government may publish ""notices,"" with or without identifiers, that make it possible to connect data from different stages of the procurement process.",2,No; Partial; Yes,1,"Method: https://handbook.globaldatabarometer.org/2024/indicators/A.PROCUREMENT.OC/
Data: https://globaldatabarometer.org/",Core,0,0,,,0.18,Chile; Cote d'Ivoire; Ecuador; Nigeria; Paraguay,Argentina; Benin; Burkina Faso; Brazil; Colombia; Costa Rica; Dominican Republic; Ghana; Guatemala; Honduras; Jamaica; Kenya; Liberia; Morocco; Mexico; Malawi; Panama; Peru; Senegal; Sierra Leone; Tunisia; Uruguay; South Africa,"Albania; Armenia; Australia; Bulgaria; Bosnia and Herzegovina; Canada; Cabo Verde; Czechia; Germany; Spain; Estonia; Finland; France; United Kingdom; Georgia; Greece; Croatia; Indonesia; Ireland; Israel; Italy; Jordan; Kosovo; Korea, Republic of; Lithuania; Latvia; Moldova, Republic of; Maldives; North Macedonia; Malta; Montenegro; Mongolia; Netherlands; Norway; New Zealand; Philippines; Papua New Guinea; Portugal; Romania; Serbia; Slovakia; Sweden; Seychelles; Timor-Leste; Ukraine; United States; Zambia",,,
Anti-Corruption,Political Finance,Transparency,ac_pf_01,Global Data Barometer 2nd Edition,Global Data Barometer,2025,GDB,Data Online,ac_pf_online,A.PI.POLFIN.a.ONLINE,Is this data available online in any form?,"From GDB: Political finance data should provide a comprehensive overview of the financial state of political parties and political campaigns, including their income, assets, and liabilities. Further, whether financial support comes from donations, membership fees, or public funding, data should show clearly from whom political parties, candidates, and third parties (that is, non-contestants who seek to influence the election result) raise money, how much money, and how that money is spent.

Political finance data should be available to members of a public for free, have appropriate language coverage, and include both regular updates and updates that are responsive to campaign schedules. If verification is not standard across all data, datasets should show which data have been verified and which have not.

Among other functions, it should be possible to use political finance data to verify that political parties, candidates, and third parties are not receiving financial support from any entities that may be banned under the country's laws (for example, this often includes foreign entities).",1,No; Yes,1,"Method: https://handbook.globaldatabarometer.org/2024/indicators/A.PI.POLFIN/
Data: https://globaldatabarometer.org/",Core,0,0,,,,,,,,1,
Anti-Corruption,Political Finance,Disclosure Requirements,ac_pf_02,Global Data Barometer 2nd Edition,Global Data Barometer,2025,GDB,Collection Requirement,ac_pf_colreq,G.PI.POLFIN.a.EXIST_COLLECTION,"Are there operational laws, policies, or regulations requiring collection of this info in any form?","From GDB: This indicator examines frameworks that require political parties and political campaigns—whether run by candidates or third parties (that is, non-contestants who seek to influence the election result)—to disclose information about how they raise and spend money. Financial support may come from various sources, including donations, membership fees, and public funding.

This indicator is based on the presence and strength of legislation, regulations, or policies that govern whether:

Party and campaign finance data is collected and maintained as structured, open data across the whole country.

Financial disclosures contain structured data on income, spending, assets, and debts.

Financial disclosures are updated in a timely fashion; this includes both regular updates and updates that are responsive to campaign-based schedules.

Financial disclosures are published.

A mandate is given to an independent agency or institution to examine financial reports and/or investigate violations",1,No; Yes,1,"Method: https://handbook.globaldatabarometer.org/2024/indicators/G.PI.POLFIN/
Data: https://globaldatabarometer.org/",Core,0,1,,,0.96,Argentina; Benin; Burkina Faso; Brazil; Chile; Cote d'Ivoire; Colombia; Costa Rica; Dominican Republic; Ecuador; Ghana; Guatemala; Honduras; Jamaica; Kenya; Liberia; Morocco; Mexico; Malawi; Nigeria; Panama; Peru; Paraguay; Sierra Leone; Tunisia; Uruguay; South Africa,Senegal,"Albania; Armenia; Australia; Bulgaria; Bosnia and Herzegovina; Canada; Cabo Verde; Czechia; Germany; Spain; Estonia; Finland; France; United Kingdom; Georgia; Greece; Croatia; Indonesia; Ireland; Israel; Italy; Jordan; Kosovo; Korea, Republic of; Lithuania; Latvia; Moldova, Republic of; Maldives; North Macedonia; Malta; Montenegro; Mongolia; Netherlands; Norway; New Zealand; Philippines; Papua New Guinea; Portugal; Romania; Serbia; Slovakia; Sweden; Seychelles; Timor-Leste; Ukraine; United States; Zambia",,1,
Anti-Corruption,Political Finance,Disclosure Requirements,ac_pf_03,Global Data Barometer 2nd Edition,Global Data Barometer,2025,GDB,Publication Requirement,ac_pf_pubreq,G.PI.POLFIN.a.EXIST_PUBLICATION,"Are there operational laws, policies, or regulations requiring publication of this information in any form?","From GDB: This indicator examines frameworks that require political parties and political campaigns—whether run by candidates or third parties (that is, non-contestants who seek to influence the election result)—to disclose information about how they raise and spend money. Financial support may come from various sources, including donations, membership fees, and public funding.

This indicator is based on the presence and strength of legislation, regulations, or policies that govern whether:

Party and campaign finance data is collected and maintained as structured, open data across the whole country.

Financial disclosures contain structured data on income, spending, assets, and debts.

Financial disclosures are updated in a timely fashion; this includes both regular updates and updates that are responsive to campaign-based schedules.

Financial disclosures are published.

A mandate is given to an independent agency or institution to examine financial reports and/or investigate violations",1,No; Yes,1,"Method: https://handbook.globaldatabarometer.org/2024/indicators/G.PI.POLFIN/
Data: https://globaldatabarometer.org/",Core,0,1,,,0.89,Argentina; Benin; Burkina Faso; Brazil; Chile; Colombia; Costa Rica; Dominican Republic; Ecuador; Ghana; Guatemala; Honduras; Jamaica; Kenya; Liberia; Morocco; Mexico; Nigeria; Panama; Peru; Paraguay; Sierra Leone; Tunisia; Uruguay; South Africa,Cote d'Ivoire; Malawi; Senegal,"Albania; Armenia; Australia; Bulgaria; Bosnia and Herzegovina; Canada; Cabo Verde; Czechia; Germany; Spain; Estonia; Finland; France; United Kingdom; Georgia; Greece; Croatia; Indonesia; Ireland; Israel; Italy; Jordan; Kosovo; Korea, Republic of; Lithuania; Latvia; Moldova, Republic of; Maldives; North Macedonia; Malta; Montenegro; Mongolia; Netherlands; Norway; New Zealand; Philippines; Papua New Guinea; Portugal; Romania; Serbia; Slovakia; Sweden; Seychelles; Timor-Leste; Ukraine; United States; Zambia",,1,
